producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,Battery is Better than previous iPhones,5.0,Santosh chaurasia,Awesome... But weighted
Apple iPhone XR (64GB), India ,"Hot spot is not working, can u guide me",4.0,SS Srinivas,iPhone hotspot problem
Apple iPhone XR (64GB), India ,Product is very nice and delivery by Amazon is just superb,5.0,harendra kaushik,Too fast delivery
Apple iPhone XR (64GB), India ,Value for money product,5.0,Santosh sharma,Wow
Apple iPhone XR (64GB), India ,Kudos to RAM management,5.0,Amazon Customer,iPhone XR
Apple iPhone XR (64GB), India ,Good product from apple,4.0,m.jagadeesh,Good product
Apple iPhone XR (64GB), India ,Good one,4.0,Raj Singh,Good one
Apple iPhone XR (64GB), India ,Super mobile....over weight,5.0,Amazon Customer,"Nice phone, but over weight"
Apple iPhone XR (64GB), India ,Best,5.0,Amazon Customer,Beat phone
Apple iPhone XR (64GB), India ,Very good,5.0,MAREMANDA HANUMANTHA RAO,Value for money
Apple iPhone XR (64GB), India ,Worth the money,5.0,venkatasubbu,Impressive
Apple iPhone XR (64GB), India ,Excellent phone,4.0,Guna,iPhone XR
Apple iPhone XR (64GB), India ,"I just love it,",5.0,Sundeep Uberai,Love it
Apple iPhone XR (64GB), India ,Very good phone,5.0,AMIT KASHYAP,Best iPhone in terms of battery
Apple iPhone XR (64GB), India ,Amazing product,5.0,Julius ,Excellent
Apple iPhone XR (64GB), India ,Not a good mobile thn x,3.0,Ankush Mishra,Should be better
Apple iPhone XR (64GB), India ,Good,5.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Awesome,5.0,Vishal S.,Awesome
Apple iPhone XR (64GB), India ,Genuine,5.0,C E.,Genuine
Apple iPhone XR (64GB), India ,Awesome,5.0,Jitu,Only if you are iPhone lover
Apple iPhone XR (64GB), India ,Display could have been better,5.0,Pradeep S,Good
Apple iPhone XR (64GB), India ,Zabardast,5.0,Paul,Excellent.
Apple iPhone XR (64GB), India ,Good product,5.0,Amit ,Good product
Apple iPhone XR (64GB), India ,Thik thaak h,5.0,ANIL SINGH,à¤ à¥€à¤• à¤¹
Apple iPhone XR (64GB), India ,Very nice iphone,5.0,Amit,Nice iPhone.....
Apple iPhone XR (64GB), India ,Nice product by Amazon,5.0,Kiran patel,Xr apple
Apple iPhone XR (64GB), India ,Excellent phone,5.0,Vishwadeep Dhilor,Awesome phone
Apple iPhone XR (64GB), India ,Fingerprit and Battery is Good,5.0,Pushpendra Singh,Superb Phone
Apple iPhone XR (64GB), India ,i love this iphone red edition,5.0,lalzirliani,nice product very smooth
Apple iPhone XR (64GB), India ,best phone i got for rs 39990.,5.0,sudip ,best phone at rs 39990
Apple iPhone XR (64GB), India ,Thanks amazon for real product,5.0,ANAND KUMAR,Awesome
Apple iPhone XR (64GB), India ,Super phone im fully satisfied,5.0,Rubai,Worth it
Apple iPhone XR (64GB), India ,Fantastic product love from me,5.0,Mistr Bullet,Iphone xr is very good mobile to bye
Apple iPhone XR (64GB), India ,Grt purchase at grt price...ðŸ‘,5.0,parag kadam,Apple  X R
Apple iPhone XR (64GB), India ,Very product delivered...am very happy,5.0,Kartik Parikh,Awesome
Apple iPhone XR (64GB), India ,Amazing phone with awsm batary back up,5.0,sachin patil,Xr
Apple iPhone XR (64GB), India ,I phone xr is one of the best I phone.,4.0,shahzad qureshi,XR
Apple iPhone XR (64GB), India ,Nice product timely deliverd by amazon,5.0,Aman Mishra,Ultimate product
Apple iPhone XR (64GB), India ,"Problem with speaker,kindly contact me",1.0,Abinash Verma,iPhone Xr problem
Apple iPhone XR (64GB), India ,ITS AMAZING PHONE WITH GOOD FEATURES..,5.0,Aarti,AMAZING PHONE
Apple iPhone XR (64GB), India ,It's better than anything must buyðŸ˜ðŸ˜,5.0,Mohit,Iphone Xr I Love You ðŸ™ˆðŸ™ˆ
Apple iPhone XR (64GB), India ,Wow... It's amazing u can go for it...,5.0,satyendra yadav,Over all its superb...
Apple iPhone XR (64GB), India ,Incoming ringing volume is not working.,4.0,Gopi Teki,Incoming ringing volume is not working
Apple iPhone XR (64GB), India ,Camera quality is best,5.0,Amazon Customer,Product is excellent
Apple iPhone XR (64GB), India ,I love apple products.,5.0,Kalyan m.,ðŸ’ªðŸ» Very best
Apple iPhone XR (64GB), India ,Data cable  is faulty.,1.0,Amazon Customer,Product faulty
Apple iPhone XR (64GB), India ,Awesome,5.0,Gulfam Kazi,Beautiful phone
Apple iPhone XR (64GB), India ,Value of money,4.0,Sandeep Chugh,Great
Apple iPhone XR (64GB), India ,Always perfect,5.0,aashu,Awesome performance
Apple iPhone XR (64GB), India ,Very satisfied,5.0,Emraim Sharma,I trust amazon
Apple iPhone XR (64GB), India ,One word awesome,5.0,sudakishorekumar,Awesome
Apple iPhone XR (64GB), India ,Itâ€™s a wonderful device for business user.,5.0,Indrajeet Kumar,Go for it
Apple iPhone XR (64GB), India ,suberb,5.0,VICKY,nyc
Apple iPhone XR (64GB), India ,Overall a great phone go for it,5.0,Ayush,Great
Apple iPhone XR (64GB), India ,Good product under best deal thanks Amazon,5.0,sakil ahmed,Great deal
Apple iPhone XR (64GB), India ,OUTSTANDING FEATURE OF IPHONE,5.0,PARTH PATEL,ORIGINAL APPLE PRODUCT
Apple iPhone XR (64GB), India ,Itâ€™s not slim and itâ€™s heavy!,5.0,sandeep meena,Best iPhone at this budget.
Apple iPhone XR (64GB), India ,Awsm mobile in this range....,5.0,Aditya,Paisa vasool
Apple iPhone XR (64GB), India ,Nice phone with good features,5.0,Vamsi Krishna ,My dream phone
Apple iPhone XR (64GB), India ,Great product.... good so far,5.0,Reni ,Good
Apple iPhone XR (64GB), India ,Good working. Battery back up superb.,4.0,Pavan Kumar Potnuri,Nice phone
Apple iPhone XR (64GB), India ,Amazing Product . Good Battery Backup,5.0,Lokesh Gowda,XR
Apple iPhone XR (64GB), India ,Nice phone.my first iphone .i love it,5.0,Parvez qureshi,Nice phone
Apple iPhone XR (64GB), India ,Hands down d best part is the battery,5.0,Srinivas Rao,One of the best pf IPhones
Apple iPhone XR (64GB), India ,Best iPhone for the price you can get,5.0,Nithin,Xr
Apple iPhone XR (64GB), India ,Super battery life and camera quality,5.0,Amazon Customer,Super phone
Apple iPhone XR (64GB), India ,Really awesome mobile,4.0,Ramesh,Awesome
Apple iPhone XR (64GB), India ,Not a good from Apple,1.0,souvik roy,Not a good from Apple
Apple iPhone XR (64GB), India ,Excellent performance,5.0,Faiyaz Ahmed,Worth
Apple iPhone XR (64GB), India ,Every feature is best,5.0,swati,Awesome
Apple iPhone XR (64GB), India ,FOUND FAULTY PRODUCT.,1.0,TAPAN MISHRA,PRODUCT FAULTY
Apple iPhone XR (64GB), India ,Crazy battery backup!,5.0,Rohit Nayak,Best Buy !!
Apple iPhone XR (64GB), India ,Iâ€™m in love with XRâ™¥ï¸,5.0,Suman.,Awesome phoneðŸ”¥
Apple iPhone XR (64GB), India ,Good,5.0,Jeevan,Worth
Apple iPhone XR (64GB), India ,Antha bagundi,5.0,Mohammed Anwar pasha,Phone Chala bagundi
Apple iPhone XR (64GB), India ,Amezing phone,5.0,shabeena,I love iPhones
Apple iPhone XR (64GB), India ,Good in range,5.0,vikash Kumar Yadav,Overpriced
Apple iPhone XR (64GB), India ,Just love it.,5.0,Trilok singh,Super mobile
Apple iPhone XR (64GB), India ,Amazing phone,5.0,Jason,iPhone at an average mans cost
Apple iPhone XR (64GB), India ,slow charging,5.0,Surender malhotra,good
Apple iPhone XR (64GB), India ,Battery life is really good ....nice camera,5.0,Vivek kumar sharma,Nice face id recognition
Apple iPhone XR (64GB), India ,Good mobile,5.0,Malbon C.,Great piece
Apple iPhone XR (64GB), India ,Super,5.0,Ravi Kumar,Super
Apple iPhone XR (64GB), India ,I love it this is worth it just go for it,4.0,MAYUR DEOPA,its a great product
Apple iPhone XR (64GB), India ,Awesome phone,5.0,deepti r.,Great
Apple iPhone XR (64GB), India ,Totally worth it,5.0,Akhil Singh,Amazing experience
Apple iPhone XR (64GB), India ,Awesome phone,5.0,Amar,Nice buy
Apple iPhone XR (64GB), India ,Apple.... Always Best buy ðŸ˜Š,5.0,Milan tank,Apple..
Apple iPhone XR (64GB), India ,Performance and battery life,5.0,Nagendra K.,Awesome phone
Apple iPhone XR (64GB), India ,2 camera  like iPhone 7 plus,4.0,Pradeep,Nothing
Apple iPhone XR (64GB), India ,Perfect balance of price and quality,5.0,Ulaganathan N,Perfect balance of price and quality
Apple iPhone XR (64GB), India ,Superbly work with complete hardware,4.0,Mehul,Superb
Apple iPhone XR (64GB), India ,Value for money!,5.0,saurabh bhardwaj,Apple... donâ€™t think twice!!!
Apple iPhone XR (64GB), India ,Apple XR is good and excellent phone,5.0,ParthaBhattacharjee,Excellent
Apple iPhone XR (64GB), India ,Overall fantastic ðŸ‘Œ,5.0,Pavitra kumar singh,Very good
Apple iPhone XR (64GB), India ,What an amazing buy!,5.0,Abhishek,Awesome purchase!
Apple iPhone XR (64GB), India ,Amazing battery Life,5.0,Sanjay Mangunde,Amazing
Apple iPhone XR (64GB), India ,Apple is Apple alway,5.0,upendra,No issues
Apple iPhone XR (64GB), India ,Nice and best mobile,5.0,jaswant,Super
Apple iPhone XR (64GB), India ,Nothing to dislike this,5.0,Seema,Loved it
Apple iPhone XR (64GB), India ,Just amazing,5.0,Vinod Kumar,Perfect to have
Apple iPhone XR (64GB), India ,Best product,5.0,aniket,Best
Apple iPhone XR (64GB), India ,Nice product,5.0,ANSH,Gud
Apple iPhone XR (64GB), India ,As expected.,5.0,Amazon Customer,Nice
Apple iPhone XR (64GB), India ,Good Quality,5.0,Deepak Jain,Camera
Apple iPhone XR (64GB), India ,Just awesome,5.0,Pritam,Awesome
Apple iPhone XR (64GB), India ,Good product,5.0,Ramakrishnan,Good battery life
Apple iPhone XR (64GB), India ,Superb phone,5.0,Pradeep,Awesome
Apple iPhone XR (64GB), India ,Great battery life,5.0,Akshay Moudgil,Excellent successor with extended battery life
Apple iPhone XR (64GB), India ,Sirraaaaa phone Bro.............,5.0,Harvinder Singh,awesome Phone
Apple iPhone XR (64GB), India ,Nice product deliverd on time,4.0,Nitin,Genuine
Apple iPhone XR (64GB), India ,Good,5.0,Prabhudass Thiraviam,Good
Apple iPhone XR (64GB), India ,Good,5.0,Ganesh Kumar Gupta,Good
Apple iPhone XR (64GB), India ,Good,5.0,sandeep,Deepu
Apple iPhone XR (64GB), India ,done,5.0,imran2024,ok
Apple iPhone XR (64GB), India ,Good,5.0,kamal makhija,Good
Apple iPhone XR (64GB), India ,Good,5.0,Shoaib,Good
Apple iPhone XR (64GB), India ,Good,5.0,Amazon Customer,Good
Apple iPhone XR (64GB), India ,Just Amazing,5.0,Dr K Srikumar Prabhu,Best iPhone
Apple iPhone XR (64GB), India ,Totally in love after Iphone 7plus.,5.0,Stuuti rai,A good buy.
Apple iPhone XR (64GB), India ,Battery life still needs to be long,5.0,Kewal Shah,XR
Apple iPhone XR (64GB), India ,Good performance and battery backup,5.0,Purusothaman G,Good
Apple iPhone XR (64GB), India ,Awesome product and smooth process.,2.0,Sachinkumar Prajapati,Best product of iPhone
Apple iPhone XR (64GB), India ,Worth upgrade from iphone 7ðŸ‘ðŸ»ðŸ‘ðŸ»,4.0,LOVISH BAJAJ,Nice
Apple iPhone XR (64GB), India ,No words to say,5.0,Shaik mahaboob basha,Awesome mobile for gaming
Apple iPhone XR (64GB), India ,Good phone...,5.0,Parveen S.,Good Phone
Apple iPhone XR (64GB), India ,Phone was fantastic,5.0,shivanand,iPhone XR
Apple iPhone XR (64GB), India ,Very bulky but fine,4.0,Amazon Customer,If you donâ€™t ave an iphone.. you just donâ€™t!
Apple iPhone XR (64GB), India ,Battery is not good,1.0,Durgesh,Battery is very bad
Apple iPhone XR (64GB), India ,Good And nice phone,5.0,Nagarjan B,Good phone
Apple iPhone XR (64GB), India ,Good not impressive,3.0,Amazon Customer,Overall good
Apple iPhone XR (64GB), India ,Good,5.0,RAJESH KUMAR BEURA,Good
Apple iPhone XR (64GB), India ,superbb phone,5.0,kavya,worth purchasing
Apple iPhone XR (64GB), India ,Heavy,5.0,Amazon Customer,Why itâ€™s heavy
Apple iPhone XR (64GB), India ,Best iphone,5.0,Ajith,Good battery
Apple iPhone XR (64GB), India ,Top quality,5.0,Vaibhav,Quality product
Apple iPhone XR (64GB), India ,Great phone,5.0,Amazon Customer,Awesome
Apple iPhone XR (64GB), India ,Good device,5.0,Sushrut,Good investment
Apple iPhone XR (64GB), India ,Good one...,5.0,Amazon Customer,Good one
Apple iPhone XR (64GB), India ,As expected,5.0,Vivek,As expected n promised.
Apple iPhone XR (64GB), India ,Best in use,5.0,Amazon Customer,Nice experience
Apple iPhone XR (64GB), India ,Great phone,5.0,Arun Chaudhry,Great phone
Apple iPhone XR (64GB), India ,Everything thing is good but not supported fast charging,5.0,Subodh kumar,Good
Apple iPhone XR (64GB), India ,Good,4.0,Gaurav Kanungo,Good
Apple iPhone XR (64GB), India ,Camera quality shoulb be better.,4.0,mohit bhatia,Camera quality
Apple iPhone XR (64GB), India ,Goes on for 14 HRs with everything running.,5.0,Rajesh More,"Great touch Feel, battery life, sound, picture quality"
Apple iPhone XR (64GB), India ,Grt,5.0,Amazon Customer,Grt
Apple iPhone XR (64GB), India ,Nice,5.0,Chandan Kumar Sah,Nice
Apple iPhone XR (64GB), India ,It was so good but one disappointed,5.0,Sudharshun,Itâ€™s so good
Apple iPhone XR (64GB), India ,Worth to buy at this price..Delivered in just one day..,5.0,vishal papneja,IphoneXr at its best!
Apple iPhone XR (64GB), India ,Total good but price is not reasonable,4.0,Nagarjuna,Good
Apple iPhone XR (64GB), India ,Good product,4.0,abdul6484,Nice
Apple iPhone XR (64GB), India ,Itâ€™s awesome,5.0,abhishek Jangid,Awesome
Apple iPhone XR (64GB), India ,Worth,5.0,Kamal Syed,Worth
Apple iPhone XR (64GB), India ,The phone is worth in every aspect,5.0,Sumit saurav,Worth
Apple iPhone XR (64GB), India ,Charger getting heated up too much,5.0,sakshi,Charger being overheated
Apple iPhone XR (64GB), India ,Great device....total satisfaction,5.0,Anant Sharma,Iphone x5
Apple iPhone XR (64GB), India ,Packaging should be more effective,5.0,Amazon Customer,Value for money !!! Good offer
Apple iPhone XR (64GB), India ,Gud phone with better battery life,5.0,Ashwani Yadav,Nice
Apple iPhone XR (64GB), India ,Gave duplicate earphones.. Cheater,1.0,RAGHANNA SHETTY,Gave duplicate earphones.. Cheater
Apple iPhone XR (64GB), India ,Nothing to dislike about iPhone XR,5.0,Aayush Kolamkar,iPhone XR
Apple iPhone XR (64GB), India ,Value for money.. best iPhone ever,5.0,Dr Vikrant Darade,Awesome product
Apple iPhone XR (64GB), India ,Iâ€™m totally happy with the product,5.0,Adithya C J,Super mobile
Apple iPhone XR (64GB), India ,Good mobile with good battery life,5.0,Praveen Kumar,Good mobile
Apple iPhone XR (64GB), India ,Phone is excellent in every sphere,5.0,Mohit,Amazing
Apple iPhone XR (64GB), India ,Product is gud and geniune,5.0,Sunil Gahlot,Genuine product !
Apple iPhone XR (64GB), India ,Battery and camera is good,4.0,sandeep Kumar,Best for iPhone lovers in this price segment approx 40k
Apple iPhone XR (64GB), India ,Face recognition very good,1.0,pradeep,Net speed very slow
Apple iPhone XR (64GB), India ,No fi finger print  sensor,4.0,shubham,I phone 10 is oki oki
Apple iPhone XR (64GB), India ,Its a good looks phone....,5.0,Ashiral,Price is worth
Apple iPhone XR (64GB), India ,Amazing product from Apple,5.0,Tuhin,Amazing XR
Apple iPhone XR (64GB), India ,Good phone with very good battery backup,5.0,Praveen ekbote,Very good phone
Apple iPhone XR (64GB), India ,Phone of the  year,4.0,kapil,Iphone of the year
Apple iPhone XR (64GB), India ,I like the product,5.0,shekar,Good Amazon... Ur service every time is good
Apple iPhone XR (64GB), India ,Best and beautiful,5.0,Janardhan,Good battery backup
Apple iPhone XR (64GB), India ,Nice product. Really good product,5.0,bunty khan,Owsem. Apple is very nice to compare android
Apple iPhone XR (64GB), India ,Good Apple product,5.0,navneet s.,No 1 Apple iPhone
Apple iPhone XR (64GB), India ,Gud experience with Amazon.Nice product,5.0,Purushottam,Nice
Apple iPhone XR (64GB), India ,"Awsm camera, battery life too good",5.0,SK Taiyeb Ali Quadri,Better than x
Apple iPhone XR (64GB), India ,Nicest,5.0,nikhil,Awesome
Apple iPhone XR (64GB), India ,Good,4.0,Abhishek P,Good
Apple iPhone XR (64GB), India ,Nice phone,5.0,Mayur Pandya,Iphone
Apple iPhone XR (64GB), India ,Marvellous,5.0,Vinod Yadav,Fabulous
Apple iPhone XR (64GB), India ,mast phone,5.0,kishan,apple hai toh  phone hai
Apple iPhone XR (64GB), India ,Best phone,5.0,Abdul Kadir,Genuine product
Apple iPhone XR (64GB), India ,Runs pubg without lag and heating,5.0,Gaurav,Beast phone
Apple iPhone XR (64GB), India ,Superb nice mobile,4.0,Amazon Customer,Love amazon
Apple iPhone XR (64GB), India ,Amazing product delivered in time,5.0,Dilip Jayavant,Amazing phone
Apple iPhone XR (64GB), India ,Good,5.0,Shrikant Iyer,Good
Apple iPhone XR (64GB), India ,ðŸ‘,4.0,Anurag Tyagi,Overall good
Apple iPhone XR (64GB), India ,ðŸ‘,5.0,Sridhar,ðŸ‘Œ
Apple iPhone XR (64GB), India ,ðŸ˜”,3.0,Sam jain,Just ok
Apple iPhone XR (64GB), India ,Xr,5.0,Amazon Customer,Xr
Apple iPhone XR (64GB), India ,Ok,4.0,Akilarasu G,Good
Apple iPhone XR (64GB), India ,Nice phone,5.0,karthikeyan u,Mass phone
Apple iPhone XR (64GB), India ,Loved it l...yupee,5.0,Bhavesh Suthar,Best ever user interface
Apple iPhone XR (64GB), India ,Camera quality is not good as it adverstised.,4.0,Santosh Chaurasia,Average camera quality.
Apple iPhone XR (64GB), India ,Very good phone in every function,5.0,Ratnesh Kumar singh,Good
Apple iPhone XR (64GB), India ,All round mobile. I Just love it.,5.0,sankar prasad,Best mobile for gaming
Apple iPhone XR (64GB), India ,Excellent phone.no more comments.,5.0,hitesh jain,Excellent phone
Apple iPhone XR (64GB), India ,Amazing purchase! Thanks amazon!!,5.0,Archana K.,Thanks Amazon
Apple iPhone XR (64GB), India ,Absolutely satisfying performance,5.0,Ankit Mishra,Worth buying
Apple iPhone XR (64GB), India ,Simply superb. Worth every penny.,5.0,Anirban Maity,Awesome
Apple iPhone XR (64GB), India ,Best iPhone to be bought in 2020.,5.0,Pratyush,Loved the product.
Apple iPhone XR (64GB), India ,Need to improve camera quality...,4.0,Chakri,Good but...
Apple iPhone XR (64GB), India ,Amazon good quality product india,5.0,anil chand,Amazon prime
Apple iPhone XR (64GB), India ,Just one word â€œexcellentâ€,5.0,Praveen surya,Excellent phone
Apple iPhone XR (64GB), India ,Best phone in price range,5.0,Hemant patidar,.
Apple iPhone XR (64GB), India ,Good premium priced phone,5.0,shashank,Great experience
Apple iPhone XR (64GB), India ,Overall performance good.,5.0,Balwinder k.,Excellent
Apple iPhone XR (64GB), India ,Battery life is not happy,4.0,Ashwini S.,Happy
Apple iPhone XR (64GB), India ,Really nice phone,5.0,parth modi,Best Buy of my life
Apple iPhone XR (64GB), India ,very Nice,4.0,Amazon Customer,Silent button not working
Apple iPhone XR (64GB), India ,Excellent,5.0,Fred,Superb
Apple iPhone XR (64GB), India ,Excellent,5.0,Harihara kanhar,Excellent
Apple iPhone XR (64GB), India ,Excellent,5.0,Rohit Anand,Excellent
Apple iPhone XR (64GB), India ,Excellent,5.0,Jitev Singh,Excellent
Apple iPhone XR (64GB), India ,Wonderful,5.0,Jaydip,Best product from iphone at this price
Apple iPhone XR (64GB), India ,Very Nice,5.0,PK,Good
Apple iPhone XR (64GB), India ,Very good,5.0,Anil,Very good
Apple iPhone XR (64GB), India ,it's good,5.0,Amazon Customer,nice
Apple iPhone XR (64GB), India ,The product is really good,5.0,Amazon Customer,Good worth mobile .. safe delivery too
Apple iPhone XR (64GB), India ,Very good,5.0,Karan,Fantastic
Apple iPhone XR (64GB), India ,Amazing Phone.. Worth the moneyðŸ˜ƒ,5.0,Anirudh yadav,Value for Money
Apple iPhone XR (64GB), India ,Camera not good,4.0,athul,Xr red
Apple iPhone XR (64GB), India ,Everything seems good. Love it,5.0,Santhosh Kumar G B,Awesome
Apple iPhone XR (64GB), India ,Awesome phone. Battery backup is awesome,5.0,Gayatri R,Iphone xr 128gb
Apple iPhone XR (64GB), India ,Better performance,5.0,Amazon Customer,Overall good performance
Apple iPhone XR (64GB), India ,Awesome in All,5.0,Pankaj Singh,Go for it.
Apple iPhone XR (64GB), India ,So far itâ€™s good.,5.0,Arijit Sanyal,iPhone XR
Apple iPhone XR (64GB), India ,Nice phone,5.0,SniperHitman,Nice phone
Apple iPhone XR (64GB), India ,Awesome phone in this range ðŸ‘ŒðŸ»,4.0,anuj suri,Great
Apple iPhone XR (64GB), India ,Awesome smart ph to n this range,5.0,Arpit,ðŸ˜
Apple iPhone XR (64GB), India ,Best phone under 50k price range,5.0,Dilip T.,Value for money product
Apple iPhone XR (64GB), India ,Awesome upgrade from iPhone 6...,5.0,Kunal,Too good.. loving it..!!
Apple iPhone XR (64GB), India ,The best phone ever of apple..!!,5.0,Hrishikesh,Just a beast ðŸ’ª
Apple iPhone XR (64GB), India ,Battery life is ammaaaaazzzing!!,5.0,Birinder Bhangoo,Battery life
Apple iPhone XR (64GB), India ,Happy with the working of mobile,5.0,Gajendra shekhawat,iPhone xr
Apple iPhone XR (64GB), India ,size big/should be small,5.0,GURVINDER SINGH,excellent
Apple iPhone XR (64GB), India ,All categories are great,5.0,Amazon Customer,Excellent
Apple iPhone XR (64GB), India ,I don't like this iPhone,1.0,Simran Singh,I don't like
Apple iPhone XR (64GB), India ,Very happy to have this.,5.0,Rohan Roy,Really a helpful and convenient phone.
Apple iPhone XR (64GB), India ,eSIM facility great ðŸ‘ðŸ¼,5.0,Sharad Kulkarni,Dual SIM iPhone
Apple iPhone XR (64GB), India ,Easy to use. Nice design,5.0,Ron,Go for it!
Apple iPhone XR (64GB), India ,Got in offer. Super deal,5.0,Sourav Chatterjee,Worth the money
Apple iPhone XR (64GB), India ,Heating issue while charging,2.0,Rajasekar,Not bad
Apple iPhone XR (64GB), India ,Beautiful design,4.0,SHAHUL K.,Budget price
Apple iPhone XR (64GB), India ,Battery not good,5.0,Ravi Sangwwn,Battery
Apple iPhone XR (64GB), India ,one shot product,5.0,Harsh,one shot product
Apple iPhone XR (64GB), India ,It is good phone,4.0,Yerram Hanuma Reddy,Big screen and good camera
Apple iPhone XR (64GB), India ,V nice loving it,5.0,amit,V nice loving it
Apple iPhone XR (64GB), India ,super in battery,4.0,Amazon Customer,superb phone
Apple iPhone XR (64GB), India ,Excellent phone.,5.0,Amazon Customer,Excellent phone.
Apple iPhone XR (64GB), India ,Good performance,5.0,Ankit Tiwari,Excellent
Apple iPhone XR (64GB), India ,â€˜iPhone xRâ€™ the name is enoughâ¤ï¸,5.0,Aman Sharma,iPhone XR is best
Apple iPhone XR (64GB), India ,Thank u amazon,5.0,Sagar,Best service by amazon buy without Hesitating
Apple iPhone XR (64GB), India ,Brilliant in every way..,5.0,SANDIP KUMAR SINGH,Apple-the name is enough
Apple iPhone XR (64GB), India ,all good,5.0,Amazon Customer,all good
Apple iPhone XR (64GB), India ,Its good,5.0,Anant Tanwar,Value for money
Apple iPhone XR (64GB), India ,All good,5.0,Kondamudi Dilipkumar,All good
Apple iPhone XR (64GB), India ,Must buy,5.0,Sachin Dhadphale,Nice product
Apple iPhone XR (64GB), India ,Best camera,5.0,SHAILENDRA AGRAHARI,Camera fone
Apple iPhone XR (64GB), India ,Nothing as of now,5.0,8763639543,Phone made for this generation
Apple iPhone XR (64GB), India ,Everything is good,4.0,Gaurav kumar,Quality
Apple iPhone XR (64GB), India ,Battery,5.0,Mujahidul Islam,Owsm
Apple iPhone XR (64GB), India ,Great,5.0,Amit ,Superb product
Apple iPhone XR (64GB), India ,Really Good phone with great battery life and camera.,5.0,Sumit,Great Phone
Apple iPhone XR (64GB), India ,i used iphone from last 7 years,5.0,Mahesh Pongurlekar,iphone is easy to use
Apple iPhone XR (64GB), India ,One of the best phone in IPHONE,5.0,Hind Oil Corporation,Best
Apple iPhone XR (64GB), India ,"Really Awesome, value for money",5.0,Sumanth Venkata,Very good
Apple iPhone XR (64GB), India ,Screen is not good as iphone 11,3.0,GULSHAN KUMAR MEENA,Size is not good for small hands
Apple iPhone XR (64GB), India ,Where is the fingerprint reader,5.0,Venkatesh,Good product but it takes time to explore
Apple iPhone XR (64GB), India ,Excellent phone perfect pricing,5.0,Abhirup Poddar,Thank you
Apple iPhone XR (64GB), India ,Superb phone and camera quality,5.0,Ravi kumar,Superb
Apple iPhone XR (64GB), India ,I have received a faulty phone.,1.0,Harish Bhiwara,Do not buy this from this seller
Apple iPhone XR (64GB), India ,I didnâ€™t use fingerprint reader,5.0,JIBIN JOSE,Very much satisfied.
Apple iPhone XR (64GB), India ,Nice product... Thanx to Amazon,5.0,Muzaffer Ahmed,Nice service by Amazon
Apple iPhone XR (64GB), India ,Well good product. Worth buying,5.0,Rakesh,Good one
Apple iPhone XR (64GB), India ,Mic sensibility is poor,1.0,Anoop v nair,Poor quality spares
Apple iPhone XR (64GB), India ,Nice product from Apple,5.0,Amazon Customer,Nice product from Apple
Apple iPhone XR (64GB), India ,Smooth handling...worth,5.0,Rohit kolge,Love it
Apple iPhone XR (64GB), India ,Fantastic and good deal,5.0,Deva P.,Amazing as usual
Apple iPhone XR (64GB), India ,Best among all iPhones.,5.0,Sumit Singh,Awesome phone
Apple iPhone XR (64GB), India ,Satisfaction level high,5.0,Basant,Satisfied
Apple iPhone XR (64GB), India ,Best deal of the season,5.0,Satish Kumar Yallanki,IPhone XR worth buying
Apple iPhone XR (64GB), India ,I dislike this phone,2.0,s mahammed arif,Worst mobile
Apple iPhone XR (64GB), India ,Value for money,5.0,Saurabh Kumar,Excellent product
Apple iPhone XR (64GB), India ,Value for money,5.0,Aekta,The best phone for this price range.Loved it !!!!!!!!!!
Apple iPhone XR (64GB), India ,Genuine product,5.0,Siddhesh,Genuine product
Apple iPhone XR (64GB), India ,Value for money,4.0,jayesh d patel,Value for money
Apple iPhone XR (64GB), India ,Apple alys good,5.0,Sooraj,Good
Apple iPhone XR (64GB), India ,Very nice phone,5.0,Dhirendra Chaurasia,Fabulous
Apple iPhone XR (64GB), India ,Excellent phone,5.0,Varun Dara,Worth the money
Apple iPhone XR (64GB), India ,Excellent phone,5.0,Swapnil Suresh Bhamtekar,ðŸ‘
Apple iPhone XR (64GB), India ,Very good phone,5.0,Vinay K Thakare,Excellent
Apple iPhone XR (64GB), India ,Awesome product,5.0,shweta,Awesome & Very Nice
Apple iPhone XR (64GB), India ,Value for money,5.0,Maltesh Kulkarni,Awesome phone
Apple iPhone XR (64GB), India ,Awesome product,5.0,Mohit,Superb
Apple iPhone XR (64GB), India ,Suprb iPhone XR,5.0,mahamood,Suprb iphone
Apple iPhone XR (64GB), India ,Value for money,5.0,Mohanalakshmi,Great offer by amazon
Apple iPhone XR (64GB), India ,The best phone!,5.0,Kiran k.s777,Amazing!
Apple iPhone XR (64GB), India ,"I phone 6 ,7 ,8 same feature no change",1.0,Mehraj A.,Goo
Apple iPhone XR (64GB), India ,Like everything,5.0,Rajnish,Awesome
Apple iPhone XR (64GB), India ,Best iPhone ever,5.0,Raghvendra Pratap Singh,Best IPhone Ever
Apple iPhone XR (64GB), India ,Amazing,5.0,Yogesh Pargaien,Super
Apple iPhone XR (64GB), India ,Amazing,5.0,Amazon Customer,Nice product
Apple iPhone XR (64GB), India ,Awesome,5.0,faran,Awesome
Apple iPhone XR (64GB), India ,Nothing,5.0,Goutam Mishra,Best iPhone in budget
